Task group code,Grade,URL
SP3,C,https://learn.henley.id.au/science/environmental-sustainability/activities/sp3-c.html
SP3,B,https://learn.henley.id.au/science/environmental-sustainability/activities/sp3-b.html
SP3,A,https://learn.henley.id.au/science/environmental-sustainability/activities/sp3-a.html
SP4,I,https://learn.henley.id.au/science/environmental-sustainability/activities/sp4-i.html
SP4,E,https://learn.henley.id.au/science/environmental-sustainability/activities/sp4-e.html
SP4,D,https://learn.henley.id.au/science/environmental-sustainability/activities/sp4-d.html
SP4,C,https://learn.henley.id.au/science/environmental-sustainability/activities/sp4-c.html
SP4,B,https://learn.henley.id.au/science/environmental-sustainability/activities/sp4-b.html
SP4,A,https://learn.henley.id.au/science/environmental-sustainability/activities/sp4-a.html
SP5,I,https://learn.henley.id.au/science/environmental-sustainability/activities/sp5-i.html
SP5,E,https://learn.henley.id.au/science/environmental-sustainability/activities/sp5-e.html
SP5,D,https://learn.henley.id.au/science/environmental-sustainability/activities/sp5-d.html
SP5,C,https://learn.henley.id.au/science/environmental-sustainability/activities/sp5-c.html
SP5,B,https://learn.henley.id.au/science/environmental-sustainability/activities/sp5-b.html
SP5,A,https://learn.henley.id.au/science/environmental-sustainability/activities/sp5-a.html
